HP:0004015	橈骨骨幹端の異常
HP:0001933	皮下出血
HP:0000603	中心暗点
HP:0000600	咽頭の異常
HP:0000601	両眼接近
HP:0001931	低色素性貧血
HP:0001930	非球状赤血球性溶血性貧血
HP:0001907	血栓塞栓症
HP:0001905	先天性血小板減少
HP:0001904	自己免疫性好中球減少症
HP:0001903	貧血
HP:0001902	巨大血小板
HP:0001901	多血症
HP:0001900	ヘモグロビン増加
HP:0004172	第3指中節骨の異常
HP:0001909	白血病
HP:0001908	再生不良性貧血
HP:0001917	腎アミロイド症
HP:0001915	再生不良性貧血
HP:0004180	短い第3指末節骨
HP:0001913	顆粒球減少症
HP:0001912	好塩基球の異常
HP:0001911	顆粒球の異常
HP:0004188	第4指の異常
HP:0030448	軟部肉腫
HP:0005482	副補体経路の異常
HP:0004150	第3指の異常
HP:0005484	生後の小頭
HP:0005483	喉頭蓋の異常
HP:0005486	小さい泉門
HP:0005487	目立つ前頭縫合隆起
HP:0030431	骨軟骨腫
HP:0030433	類骨腫
HP:0005490	生後の大頭
HP:0005495	鼻根部へ開いた人字縫合
HP:0005494	早発性小泉門閉鎖
HP:0005498	正中皮膚小孔 (大泉門/小泉門上の)
HP:0006799	基底核脳症
HP:0005469	平坦な後頭
HP:0006790	海綿状変化を伴う大脳皮質
HP:0005462	大脳鎌石灰化
HP:0005461	頭蓋顔面不均衡
HP:0004132	鼻尖の小孔
HP:0005464	頭蓋顔面骨硬化症
HP:0006794	10歳内の歩行能喪失
HP:0005463	トルコ鞍拡大
HP:0005466	前頭骨低形成
HP:0005465	顔面過骨症
HP:0005479	IgE欠乏症
HP:0005478	目立つ前頭洞
HP:0005473	中耳耳小骨癒合
HP:0005472	眼窩縫合早期癒合
HP:0005474	頭蓋冠骨化減少
HP:0005477	頭蓋底の進行性硬化症
HP:0005476	矢状縫合開大
HP:0005446	下顎鈍角
HP:0005445	幅広い後頭窩
HP:0006779	胞巣状横紋筋肉腫
HP:0006778	良性泌尿生殖器新生物
HP:0005449	トルコ鞍架橋
HP:0006771	十二指腸癌
HP:0006770	腎明細胞癌
HP:0005442	冠状縫合開大
HP:0006773	皮膚血管脂肪腫
HP:0005441	硬化性頭蓋骨縫合
HP:0006772	腎血管筋脂肪腫
HP:0004112	正中鼻溝
HP:0006775	多発性骨髄腫
HP:0006774	卵巣乳頭腺癌
HP:0005456	篩骨洞欠損
HP:0006789	ミトコンドリア脳症
HP:0005458	早発性泉門閉鎖
HP:0006780	副甲状腺癌
HP:0006782	悪性好酸球増殖
HP:0005451	頭蓋底骨化減少
HP:0006781	Hurthle 細胞甲状腺腺腫
HP:0005450	頭蓋冠骨硬化症
HP:0006784	副鼻腔低形成
HP:0005453	副鼻腔欠損/低形成
HP:0004122	正中鼻奇形
HP:0006783	後部咽頭裂
HP:0006785	肢帯筋ジストロフィー
HP:0006755	皮膚横紋筋肉腫
HP:0005424	特異的抗体反応の欠損
HP:0005423	副補体経路機能障害
HP:0005425	反復性副鼻腔肺感染症
HP:0006756	びまん性横紋筋腫症
HP:0005428	重症反復性水痘
HP:0006758	悪性泌尿生殖器腫瘍
HP:0005429	反復性全身性化膿性感染症
HP:0006751	傍脊髄神経線維腫
HP:0005420	反復性グラム陰性細菌感染症
HP:0006753	胃新生物
HP:0005422	CD8+ T 細胞欠損
HP:0005421	血清補体 C3減少
HP:0006766	乳頭状腎細胞癌
HP:0005435	T 細胞機能障害
HP:0006765	軟骨肉腫
HP:0005437	乳児期および早期小児期の反復性感染症
HP:0006768	限局性神経芽腫
HP:0006767	下垂体プロラクチン細胞腺腫
HP:0005439	上顎頬骨低形成
HP:0006769	粘液様皮下腫瘍
HP:0006762	腎盂癌
HP:0004100	第2指の異常
HP:0005430	反復性淋菌感染症
HP:0005432	一過性hypogammaglobulinemia of infancy
HP:0006763	肛門管扁平上皮癌
HP:0006733	急性巨核球性白血病
HP:0005402	原発性T-リンパ球免疫異常
HP:0006732	乳頭状腎細胞癌2型
HP:0005401	反復性カンジダ感染症
HP:0005404	B 細胞数増加
HP:0006735	腎皮質腺腫
HP:0005403	T リンパ球減少症
HP:0006737	皮質外褐色細胞腫
HP:0005406	反復性細菌性皮膚感染症
HP:0006739	皮膚基底細胞癌
HP:0005407	CD4+ T 細胞数の減少
HP:0005409	T 細胞機能の著明な減少
HP:0005400	好中球運動性の減少
HP:0006731	濾胞性甲状腺癌
HP:0005413	αグロブリン増加
HP:0006744	副腎皮質癌
HP:0006743	胎児性平滑筋肉腫
HP:0005415	CD8+ T 細胞数の減少
HP:0006748	副腎褐色細胞腫
HP:0005416	血清補体 factor B減少
HP:0006747	神経節神経芽腫
HP:0005419	T 細胞活性化の減少
HP:0006749	悪性胃腸管腫瘍
HP:0006740	膀胱の移行上皮癌
HP:0005411	慢性腸カンジダ症
HP:0006742	先天性神経芽腫
HP:0006711	胸郭の骨の無形成/低形成
HP:0006710	 鎖骨無形成/低形成
HP:0006713	肩甲骨無形成/低形成
HP:0006712	肋骨無形成/低形成
HP:0006715	グロムス鼓膜傍神経節腫
HP:0006714	胸骨無形成/低形成
HP:0006717	末梢神経神経上皮腫
HP:0006716	遺伝性非ポリープ症性結腸直腸癌
HP:0006719	良性胃腸管腫瘍
HP:0006722	小腸カルチノイド
HP:0006721	急性リンパ性白血病
HP:0006723	腸カルチノイド
HP:0006725	膵腺癌
HP:0006727	T-細胞急性リンパ芽球性白血病
HP:0006729	後腹膜ケモデクトーマ
HP:0011287	後頭棘除波を伴う脳波
HP:0011286	全結腸無神経節症
HP:0011289	側頭棘除波を伴う脳波
HP:0011288	頭頂焦点性棘除波を伴う脳波
HP:0011283	後脳の異常
HP:0011282	後脳形態の異常
HP:0011285	長節無神経節性巨大結腸
HP:0011284	短節性無神経節性巨大結腸
HP:0011281	尿中カテコラミン濃度異常
HP:0011280	尿中カルシウム濃度異常
HP:0006702	自然冠動脈解離
HP:0006704	冠動脈の異常
HP:0006703	肺無形成/低形成
HP:0006706	嚢胞性肝疾患
HP:0006705	房室弁の異常
HP:0006707	肝血管の異常
HP:0006709	乳頭無形成/低形成
HP:0011298	目立つ指趾パッド
HP:0011297	指趾の異常
HP:0011299	指の部分欠損
HP:0011294	焦点性棘波を伴う脳波
HP:0011293	中心棘波を伴う脳波
HP:0011296	側頭棘波を伴う脳波脳波
HP:0011295	頭頂棘波を伴う脳波
HP:0011290	焦点性棘徐波を伴う脳波
HP:0011292	後頭棘波を伴う脳波
HP:0011291	中心徐波を伴う脳波
HP:0011269	二分耳珠
HP:0012599	尿中リン濃度異常
HP:0011268	耳珠欠損
HP:0011265	耳朶裂
HP:0012596	中等度蛋白尿
HP:0012595	軽度の蛋白尿
HP:0011264	耳輪の不連続な上行基部
HP:0012598	尿中カリウム濃度異常
HP:0011267	小耳, 3度
HP:0012597	高度の蛋白尿
HP:0011266	小耳, 1度
HP:0012592	アルブミン尿
HP:0011261	Darwin 耳輪結節
HP:0011260	Darwin 耳輪切痕
HP:0012591	尿中電解質濃度異常
HP:0012594	微量アルブミン尿
HP:0011263	前向きの耳朶
HP:0012593	ネフローゼ範囲の蛋白尿
HP:0011262	圧着した耳輪
HP:0012590	排尿異常
HP:0011279	尿中重炭酸濃度異常
HP:0011276	血管皮膚異常
HP:0011275	反復性マイコバクテリウムアビウム複合体感染症
HP:0011278	肺内分画症
HP:0011277	尿路生理異常
HP:0011272	耳珠未発達
HP:0011271	目立つ耳珠
HP:0011274	反復性マイコバクテリウム感染症
HP:0011273	赤血球大小不同
HP:0011270	耳珠重複
HP:0000592	青色強膜
HP:0000593	前房の異常
HP:0000590	進行性外眼筋麻痺
HP:0000591	胸膜の異常
HP:0012578	膜性腎症
HP:0011247	目立つ対耳輪上行脚
HP:0011246	対耳輪上行脚未発達
HP:0012577	糸球体基底膜菲薄化
HP:0011249	対耳珠欠損
HP:0011248	対耳珠外反
HP:0012579	微小変化糸球体腎炎
HP:0011243	対耳輪下行脚の異常
HP:0012574	メサンギウム増殖
HP:0011242	対耳輪幹未発達
HP:0012573	全般性近位尿細管症
HP:0011245	対耳輪上行脚の異常
HP:0012576	C3 腎症
HP:0012575	ネフロン異常
HP:0011244	対耳輪幹の異常
HP:0012570	滑膜肉腫
HP:0012572	尿管重複
HP:0011241	対耳輪幹の蛇行
HP:0011240	目立つ対耳輪幹
HP:0012571	尿管裂？
HP:0000598	耳の異常
HP:0000599	前頭部毛髪線の異常
HP:0000597	眼筋不全麻痺
HP:0000594	浅い前房
HP:0011258	耳輪脚の耳珠架橋
HP:0012589	多剤耐性ネフローゼ症候群
HP:0012588	ステロイド抵抗性ネフローゼ症候群
HP:0011257	耳輪脚の蛇行
HP:0011259	耳輪脚末端部の拡大
HP:0012585	腎萎縮
HP:0011254	II 型埋没耳
HP:0011253	I 型埋没耳
HP:0012584	両側性腎低形成
HP:0011256	対耳輪に連結した耳輪脚
HP:0012587	肉眼的血尿
HP:0012586	両側性腎萎縮
HP:0011255	耳輪脚欠損
HP:0012581	単一腎嚢胞
HP:0011250	二分対耳輪
HP:0012580	リン酸カルシウム腎結石
HP:0012583	片側性腎低形成
HP:0011252	埋没耳
HP:0011251	対耳珠未発達
HP:0012582	両側性腎異形成
HP:0000570	断続性眼球運動
HP:0000571	測定過少性サッケード (断続性運動)
HP:0011229	幅広い眉毛
HP:0012559	T3/T4 比増加
HP:0011228	水平眉毛
HP:0012556	高βアラニン血症
HP:0011225	眼瞼贅皮
HP:0011224	無眼瞼
HP:0012555	母趾爪欠損
HP:0012558	異常なT3/T4 ratio
HP:0011227	CRP 上昇
HP:0011226	眼瞼の無形成/低形成
HP:0012557	中心側頭焦点性棘波を伴う脳波
HP:0011221	縦の額ヒダ
HP:0012552	好中球核突起増加
HP:0012551	好中球特異的顆粒の欠損
HP:0011220	目立つ額
HP:0012554	母指爪欠損
HP:0011223	人字縫合陥没
HP:0012553	母指爪低形成
HP:0011222	落ちくぼんだ眼窩
HP:0012550	結腸静脈瘤
HP:0000579	鼻涙管閉塞
HP:0000576	盲点暗点
HP:0000577	外斜視
HP:0000574	分厚い眉毛
HP:0000575	暗点
HP:0000572	視力喪失
HP:0000573	網膜出血
HP:0000581	眼瞼裂狭小
HP:0000582	眼瞼裂斜上
HP:0000580	色素性網膜症
HP:0011239	対耳輪下行脚未発達
HP:0011236	角度のある対耳輪
HP:0012567	早発性骨端骨幹端癒合 (尺骨)
HP:0012566	早発性骨端骨幹端癒合 (橈骨)
HP:0011235	対耳輪脚欠損
HP:0012569	初潮遅延
HP:0011238	目立つ対耳輪下行脚
HP:0011237	幅広い対耳輪下行脚
HP:0012568	下眼瞼浮腫
HP:0012563	早発性骨端骨幹端癒合 (足)
HP:0011232	眼窩下のヒダ
HP:0011231	目立つ睫毛
HP:0012562	早発性骨端骨幹端癒合 (手)
HP:0012565	早発性骨端骨幹端癒合 (腓骨)
HP:0011234	対耳輪欠損
HP:0012564	早発性骨端骨幹端癒合 (脛骨)
HP:0011233	対耳輪棚
HP:0012561	一弁性大動脈弁
HP:0011230	外側に伸びた眉毛
HP:0012560	T3/T4 比減少
HP:0000589	コロボーマ
HP:0000587	視神経の異常
HP:0000588	視神経コロボーマ
HP:0000585	帯状角膜症
HP:0000586	浅い眼窩
HP:0000584	点状角膜上皮びらん
HP:0001880	好酸球増多症
HP:0012538	グルテン不耐性
HP:0011207	全般性徐活動を伴う脳波グレード2
HP:0012537	食物不耐性
HP:0011206	全般性徐活動を伴う脳波グレード1
HP:0011209	全般性徐活動を伴う脳波グレード4
HP:0011208	全般性徐活動を伴う脳波グレード3
HP:0012539	非Hodgkin リンパ腫
HP:0012534	感覚異常
HP:0011203	異常に徐波頻度の多い脳波
HP:0011202	びまん性促進を伴う脳波
HP:0012533	異痛症
HP:0011205	間歇的低振幅活動を伴う脳波
HP:0012536	母体抗カルジオリピン抗体陽性
HP:0012535	異常なシナプス伝達
HP:0011204	連続性徐波活動を伴う脳波
HP:0012530	高密度顆粒数の異常
HP:0012532	慢性疼痛
HP:0011201	振幅の変化を伴う脳波
HP:0011200	全般性多形性てんかん性放電を伴う脳波
HP:0012531	疼痛
HP:0000558	Rieger 奇形
HP:0000559	角膜瘢痕
HP:0001889	巨赤芽球性貧血
HP:0001888	リンパ球減少症
HP:0000556	網膜ジストロフィー
HP:0000557	牛眼
HP:0001886	感覚ニューロパチーによる遠位の骨髄炎又は壊死 (足)
HP:0000554	ブドウ膜炎
HP:0000555	白色瞳孔
HP:0001885	短い第2趾
HP:0001884	外反踵骨
HP:0000552	第3色弱
HP:0001883	尖足
HP:0000553	ブドウ膜の異常
HP:0000550	網膜電図 (ERG) 廃絶
HP:0001882	白血球減少症
HP:0001881	白血球の異常
HP:0000551	色覚異常
HP:0001891	鉄欠乏症貧血
HP:0001890	自己免疫性溶血性貧血
HP:0012549	結膜脂肪腫
HP:0011218	前頭部の異常な形
HP:0011217	後頭部の異常な形
HP:0012548	骨格筋脂肪浸潤
HP:0011219	短い顔
HP:0012545	アルドラーゼ減少
HP:0011214	光発作性反応を伴う脳波グレードIV
HP:0012544	アルドラーゼ値上昇
HP:0011213	光発作性反応を伴う脳波グレードIII
HP:0012547	異常な不随意眼運動
HP:0012546	母X染色体不活性化の偏り
HP:0011215	片側ヒプスアリスミア
HP:0011210	後頭徐波を伴う脳波
HP:0012541	産瘤
HP:0012540	腋窩表皮嚢胞
HP:0011212	光発作性反応を伴う脳波グレードII
HP:0012543	ヘモジデリン尿
HP:0012542	巨爪症
HP:0011211	光発作性反応を伴う脳波グレードI
HP:0001899	ヘマトクリット増加
HP:0000567	脈絡膜網膜コロボーマ
HP:0000568	小眼球
HP:0001898	赤血球容量の増加
HP:0001897	正球性貧血
HP:0000565	内斜視
HP:0001896	網状赤血球減少症
HP:0001895	正色素性貧血
HP:0000563	円錐角膜
HP:0000564	涙管閉鎖
HP:0001894	血小板増多症
HP:0000561	睫毛欠損
HP:0001892	異常な出血
HP:0012519	後交通動脈低形成
HP:0012516	肺動脈弁閉鎖を伴うFallot 四徴症
HP:0012515	股関節屈曲筋虚弱
HP:0012518	Willis 輪の異常
HP:0012517	カタラーゼ活性減少
HP:0012512	びまん性視神経杯蒼白
HP:0012511	側頭側視神経杯蒼白
HP:0012514	下肢痛
HP:0012513	上肢痛
HP:0012510	軸外髄液貯留
HP:0000538	偽乳頭浮腫
HP:0001869	深い足底屈曲線
HP:0000539	屈折率の異常
HP:0001868	自然切断, 自己切断 (足)
HP:0000537	逆内眼角贅皮
HP:0000534	眉毛の異常
HP:0000535	疎な眉毛
HP:0000532	脈絡膜網膜異常
HP:0001864	第5趾弯趾
HP:0000533	脈絡膜網膜萎縮
HP:0001863	弯趾
HP:0001862	趾の自己切断となる肢端潰瘍および骨髄炎
HP:0000531	角膜結晶
HP:0012527	α顆粒内容の異常
HP:0012526	α顆粒欠損
HP:0012529	高密度顆粒内容の異常
HP:0012528	α顆粒数の異常
HP:0012523	口嫌悪
HP:0012522	くも状血管腫
HP:0012525	α顆粒分布の異常な
HP:0012524	血小板形の異常
HP:0012521	視神経無形成
HP:0012520	血管周囲腔
HP:0000549	協同眼運動の異常
HP:0000547	壁板網膜変性
HP:0001879	好酸球の異常
HP:0001878	溶血性貧血
HP:0000548	錐体杆体ジストロフィー
HP:0000545	近視
HP:0001877	赤血球の異常
HP:0000546	網膜変性
HP:0001876	汎血球減少症
HP:0001875	好中球減少症
HP:0000543	視神経杯蒼白
HP:0000544	外眼筋麻痺
HP:0001874	好中球の異常
HP:0000541	網膜剥離
HP:0001873	血小板減少
HP:0001872	血小板の異常
HP:0000542	眼球内転障害
HP:0001871	血液および血液痙性組織の異常
HP:0000540	遠視
HP:0001870	末節骨融解 (足)
HP:0000518	白内障
HP:0001849	乏趾症
HP:0000519	先天性白内障
HP:0001848	外反踵骨変形
HP:0001847	長い母趾
HP:0000517	水晶体の異常
HP:0000514	緩徐なサッカード性眼球運動
HP:0001845	趾の重なり
HP:0000512	網膜電図異常
HP:0001844	母趾の異常
HP:0000510	色素性網膜炎
HP:0001842	肢端融解 (足)
HP:0001841	軸前性多趾症
HP:0000511	垂直性核上性注視麻痺
HP:0001840	内転中足骨
HP:0012509	thyroxin-binding globulin 減少
HP:0012508	変形視
HP:0012505	下垂体腫大
HP:0012504	下垂体の異常なサイズ
HP:0012507	眼輪筋虚弱
HP:0012506	小さい下垂体
HP:0012501	脳幹白質の異常
HP:0012500	丘疹性疣贅
HP:0012503	下垂体異常
HP:0012502	内包の異常
HP:0000529	進行性視力喪失
HP:0001859	遠位指趾関節癒合症 (足)
HP:0000527	長い睫毛
HP:0000528	無眼球
HP:0001857	短い趾末節骨
HP:0000525	虹彩の異常
HP:0000526	無虹彩症
HP:0000523	嚢下白内障
HP:0001854	通風 (足)
HP:0000524	結膜毛細血管拡張
HP:0001853	二分した趾末節骨
HP:0001852	サンダルギャップ
HP:0000522	無涙症
HP:0000520	眼球突出
HP:0001850	足根骨の異常
HP:0001829	多趾症
HP:0001827	性器路閉鎖
HP:0001824	体重喪失
HP:0001822	外反母趾
HP:0004095	湾曲した指
HP:0001821	幅広い爪
HP:0004097	指偏位
HP:0001820	白爪症
HP:0004099	巨指趾
HP:0000509	結膜炎
HP:0001839	裂足
HP:0000508	眼瞼下垂
HP:0001838	揺り椅子状足底
HP:0001837	幅広い趾
HP:0000505	視力障害
HP:0000506	内眼角外方偏位
HP:0001836	屈趾
HP:0000503	結膜血管蛇行
HP:0000504	視覚の異常
HP:0001833	長い足
HP:0000501	緑内障
HP:0001832	中足骨の異常
HP:0000502	結膜の異常
HP:0001831	短い趾
HP:0001830	事後性多趾症
HP:0001808	脆い爪 nails
HP:0001807	隆起した爪
HP:0001806	爪剥離症
HP:0001805	分厚い爪
HP:0001804	指爪低形成
HP:0001803	爪小孔
HP:0001802	趾爪欠損
HP:0031690	日和見感染
HP:0001800	趾爪低形成
HP:0001809	亀裂爪
HP:0001818	爪周囲炎
HP:0001817	指爪欠損
HP:0001816	薄い爪
HP:0001814	深くセットされた爪
HP:0001812	凸の指爪
HP:0001810	趾爪ジストロフィー
HP:0004059	橈側内反手
HP:0005381	反復性髄膜炎菌疾患
HP:0004050	手欠損
HP:0004051	手骨骨化促進
HP:0004052	手骨骨化遅延
HP:0004053	不調和な手骨の成熟
HP:0004054	手骨硬化症
HP:0005384	B 細胞活性化障害
HP:0005387	複合型免疫不全
HP:0005386	反復性原虫感染症
HP:0004057	ミトン変形
HP:0005389	副補体経路の補体枯渇
HP:0004058	単指
HP:0005390	反復性日和見感染症
HP:0004060	鉾状の手
HP:0005396	コロナウイルス 229eへの感受性
HP:0005397	細胞免疫プロセスの強調
HP:0004037	尺骨骨端の異常
HP:0005369	血清補体 factor H減少
HP:0006699	異所性上室律動
HP:0005368	液性免疫の異常
HP:0004038	尺骨骨端板の骨棘
HP:0004039	尺骨骨幹端の異常
HP:0006690	心筋石灰化
HP:0006692	三尖弁の短い腱索
