OMIM:616033	小頭-低身長-ブドウ糖代謝異常
OMIM:614927	外胚葉形成不全5, 毛髪/爪型
OMIM:614928	外胚葉形成不全6, 毛髪/爪型
OMIM:614929	外胚葉形成不全7, 毛髪/爪型
OMIM:614931	外胚葉形成不全9, 毛髪/爪型
OMIM:614932	混合性酸化的リン酸化欠乏症13
OMIM:614934	難聴, 常染色体劣性70
OMIM:614935	繊毛ジスキネジア, 原発性, 19
OMIM:614936	角皮症, 掌蹠, 点状型 IB
OMIM:614937	ミオクローヌス, 家族性, 皮質性
OMIM:614940	外胚葉形成不全11A, 減汗/毛髪/歯型, 常染色体優性
OMIM:614941	外胚葉形成不全11B, 減汗/毛髪/歯型, 常染色体劣性
OMIM:614944	難聴, 常染色体劣性84B
OMIM:614945	難聴, 常染色体劣性, 18B
OMIM:614946	混合性酸化的リン酸化欠乏症14
OMIM:614947	混合性酸化的リン酸化欠乏症15
OMIM:614954	先天性心奇形, いろんな型, 3
OMIM:614959	てんかん性脳症, 早期乳児, 14
OMIM:614961	橋小脳低形成 8 型
OMIM:614962	Leptin 欠乏症または機能障害
OMIM:614963	Leptin 受容体欠乏症
OMIM:614969	橋小脳低形成 7型
OMIM:614970	Joubert 症候群20
OMIM:614972	胆汁うっ滞, 肝内, 妊娠時3
OMIM:614973	層状顔面皮膚異形成2, Brauer-Setleis 型
OMIM:614974	限局性顔皮膚異形成4
OMIM:614976	Carpenter 症候群2
OMIM:614979	脾腫-細胞減少-視力喪失
OMIM:614980	先天性心疾患, いろんな型, 2
OMIM:614990	Usher 症候群 Ik 型
OMIM:615005	てんかん, 夜間性前頭葉, 5
OMIM:615006	てんかん性脳症, 早期乳児性, 15
OMIM:615007	基底核石灰化, 本態性, 4
OMIM:615008	ネフローゼ症候群7型
OMIM:615009	Schuss-Hoeijmakers 症候群
OMIM:615010	Aicardi-Goutieres 症候群6
OMIM:615011	Phosphohydroxylysine 尿症
OMIM:615022	魚鱗癬, 先天性, 常染色体劣性7
OMIM:615023	魚鱗癬, 先天性, 常染色体劣性9
OMIM:615024	魚鱗癬, 先天性, 常染色体劣性10
OMIM:615025	Charcot-Marie-Tooth 病, 軸索性, 2Q型
OMIM:615026	リボフラビン欠乏症
OMIM:615028	表皮水疱症, 非特異性, 常染色体劣性
OMIM:615030	痙性対麻痺 56, 常染色体劣性
OMIM:615031	痙性対麻痺49, 常染色体劣性
OMIM:615032	自閉症, 感受性18
OMIM:615033	痙性対麻痺54, 常染色体劣性
OMIM:615034	ジストニア24
OMIM:615035	痙性対麻痺55, 常染色体劣性
OMIM:615040	エピソード性疼痛症候群, 家族性, 1
OMIM:615041	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 10
OMIM:615042	先天性グリコシル化異常症 Iu
OMIM:615043	痙性対麻痺43, 常染色体劣性
OMIM:615048	脊髄性筋萎縮症 Jokela 型
OMIM:615058	夜盲, 先天性非進行性, 1F型
OMIM:615059	減毛症11
OMIM:615065	関節拘縮症, 遠位, 5D型
OMIM:615066	骨形成不全 XIV 型
OMIM:615067	繊毛ジスキネジア, 原発性, 20
OMIM:615071	Alazami 症候群
OMIM:615072	短指症, A1, C型
OMIM:615073	ジストニア25
OMIM:615074	精神遅滞, 常染色体優性18
OMIM:615075	精神遅滞, 常染色体優性19
OMIM:615080	Alzheimer 病17
OMIM:615081	精子形成不全11
OMIM:615083	
OMIM:615084	ミトコンドリア DNA 欠乏症候群 1 1
OMIM:615085	大理石骨病, 常染色体劣性8
OMIM:615091	自閉症, 感受性19
OMIM:615092	左室緻密化障害7
OMIM:615095	小頭症10, 原発性常染色体劣性
OMIM:615102	Tyshchenko 症候群
OMIM:615106	Cowden 症候群3
OMIM:615107	Cowden 病4
OMIM:615108	Cowden 症候群5
OMIM:615109	Cowden 症候群6
OMIM:615112	尿路顔症候群2
OMIM:615113	小眼球, 単独8
OMIM:615119	
OMIM:615120	筋無力症候群, 先天性, 8
OMIM:615121	
OMIM:615122	リンパ増殖症候群2
OMIM:615127	てんかん, 家族性成人ミオクローヌス, 4
OMIM:615134	
OMIM:615135	メープルシロップ尿症, 軽症バリアント
OMIM:615139	顔貌異常-免疫不全-リビド-低身長
OMIM:615145	小眼球, 単独, コロボーマ性9
OMIM:615147	網膜ジストロフィー-虹彩コロボーマ-面皰形成性 瘡
OMIM:615155	Steel 症候群
OMIM:615156	進行性外眼筋麻痺, いろんなミトコンドリアDNA欠失を伴う, 常染色体優性, 6
OMIM:615157	ミトコンドリア複合体 III 欠損症, 核型2
OMIM:615158	ミトコンドリア複合体 III 欠損症, 核型3
OMIM:615159	ミトコンドリア複合体 III 欠損症, 核型4
OMIM:615160	ミトコンドリア複合体 III 欠損症, 核型5
OMIM:615162	精神遅滞, 常染色体劣性35
OMIM:615163	錐体桿体ジストロフィー 17
OMIM:615170	Wahab 症候群
OMIM:615179	眼皮膚型白皮症 VII 型
OMIM:615181	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 11
OMIM:615182	混合性D-2およびL-2-ヒドロキシグルタル酸尿症
OMIM:615184	心筋症, 拡張型, 1II
OMIM:615185	Charcot-Marie-Tooth 病, 優性中間 F
OMIM:615188	白内障39, 多型性
OMIM:615190	角化異常症, 先天性, 常染色体劣性型, 5
OMIM:615191	滑脳症5
OMIM:615193	出血性疾患, 血小板型, 15
OMIM:615197	むずむず脚症候群, 感受性, 8
OMIM:615198	骨硬化性骨幹端異形成
OMIM:615206	免疫不全症11A
OMIM:615207	免疫不全56
OMIM:615214	無ガンマグロブリン血症7, 常染色体劣性
OMIM:615217	運動失調-眼球運動失行2
OMIM:615219	水頭症, 非症候群性, 常染色体劣性2
OMIM:615220	骨形成不全 XV 型
OMIM:615222	Smith-McCort 異形成 2
OMIM:615224	睡眠相前進症候群, 家族性, 2
OMIM:615225	掌蹠癌, 多発性自然治癒性
OMIM:615226	多指症 , 軸後性. A6 型
OMIM:615228	ミトコンドリア複合体V (ATP synthase)
OMIM:615232	統合失調症18
OMIM:615233	色素性網膜炎 66
OMIM:615234	貧血, 低色素性小球性-鉄負荷2
OMIM:615235	心筋症, 拡張型, 1JJ
OMIM:615236	Woods 症候群
OMIM:615238	リポジストロフィー, 家族性, 部分, 5型
OMIM:615244	ネフローゼ症候群8型
OMIM:615248	心筋症, 拡張型,1KK
OMIM:615249	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 12
OMIM:615266	低ゴナドトロピン性性腺機能低下症17  +/- 無嗅覚症
OMIM:615267	低ゴナドトロピン性性腺機能低下症18  +/- 無嗅覚症
OMIM:615268	小脳性運動失調-精神遅滞-平衡感覚障害症候群4
OMIM:615269	低ゴナドトロピン性性腺機能低下症19  +/- 無嗅覚症
OMIM:615270	低ゴナドトロピン性性腺機能低下症20  +/- 無嗅覚症
OMIM:615271	低ゴナドトロピン性性腺機能低下症21  +/- 無嗅覚症
OMIM:615272	Fanconi 貧血, 相補性Q群
OMIM:615273	先天性脱グリコシル化症
OMIM:615274	白内障15, いろんな型
OMIM:615277	白内障19
OMIM:615278	心顔皮膚症候群2
OMIM:615279	心顔皮膚症候群3
OMIM:615280	心顔皮膚症候群4
OMIM:615281	脳幹および脊髄低髄鞘化-下肢形成
OMIM:615282	大脳皮質異形成, 複雑-他の脳奇形
OMIM:615284	Charcot-Marie-Tooth 腓骨筋萎縮 4B3 型
OMIM:615285	顆粒球減少症, 重症先天性, 5, 常染色体優性
OMIM:615286	精神遅滞, 常染色体劣性36
OMIM:615287	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 13
OMIM:615290	脊髄性筋萎縮症, 主に下肢の, 2A, 常染色体優性
OMIM:615293	筋線維腫症, 乳児性, 2
OMIM:615294	繊毛ジスキネジア, 原発性, 21なし
OMIM:615297	Adams-Oliver 症候群4
OMIM:615298	指趾関節癒合, 近位1B
OMIM:615300	Perrault 症候群4
OMIM:615312	眼皮膚型白皮症 V 型
OMIM:615314	頭蓋骨早期癒合症3
OMIM:615325	筋ジストロフィー, 肢帯型, 2R型
OMIM:615327	Dowling-Degos 病2
OMIM:615328	Shaheen 症候群
OMIM:615330	多発性ミトコンドリア機能障害症候群3
OMIM:615338	てんかん性脳症, 早期乳児性, 16
OMIM:615342	肺高血圧, 原発性2
OMIM:615343	肺高血圧, 原発性3
OMIM:615344	肺高血圧, 原発性, 4
OMIM:615346	思春期早発症,中枢性, 2
OMIM:615348	ネマリンミオパチー 8
OMIM:615349	Ehlers-Danlos 症候群, 脊椎異形成型, 2
OMIM:615350	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 14
OMIM:615351	筋ジストロフィー-ジストログリカン症 (先天性で脳眼奇形を伴う), A型, 14
OMIM:615352	筋ジストロフィー-ジストログリカン症 (肢帯), C型, 14
OMIM:615355	Noonan 症候群8
OMIM:615356	筋ジストロフィー, 肢帯型, 常染色体劣性18
OMIM:615360	Leber 先天性黒内障17型 (LCA17)
OMIM:615361	低カルシウム血症, 常染色体優性2
OMIM:615362	セロイドリポフスシン症, 神経性, 13
OMIM:615363	エストロゲン抵抗性
OMIM:615368	致死性先天性関節拘縮症候群5型
OMIM:615369	てんかん性脳症, 小児期発症
OMIM:615371	肺高血圧, 新生児, 感受性
OMIM:615373	左室緻密化障害, 8
OMIM:615374	錐体桿体ジストロフィー18
OMIM:615376	Charcot-Marie-Tooth 病, 劣性中間型C
OMIM:615377	心房細動, 家族性, 13
OMIM:615378	心房細動, 家族性, 14
OMIM:615381	下顎低形成-難聴-プロゲリア様症状-リポジストロフィー症候群
OMIM:615382	ネフロン癆 16
OMIM:615386	脊髄小脳失調症, 常染色体劣性14
OMIM:615387	
OMIM:615390	膀胱尿管逆流7
OMIM:615395	混合性酸化的リン酸化欠乏症16
OMIM:615396	左室緻密化障害10
OMIM:615397	Meckel 症候群 11型
OMIM:615398	多発先天奇形-筋緊張低下-けいれん症候群3
OMIM:615399	発作性夜間ヘモグロビン尿2
OMIM:615400	てんかん, 家族性成人ミオクローヌス, 5
OMIM:615401	免疫不全8
OMIM:615402	遺伝性全身性異色症3
OMIM:615411	大脳皮質異形成, 複雑-他の脳奇形3
OMIM:615412	大脳皮質異形成, 複雑-他の脳奇形4
OMIM:615413	精子形成不全12
OMIM:615414	小頭症11, 原発性常染色体劣性
OMIM:615415	腎肝膵異形成 2
OMIM:615418	ミトコンドリア DNA 欠乏症候群 12B (心筋症型), 常染色体劣性
OMIM:615420	近視22, 常染色体優性
OMIM:615422	封入体ミオパチー-早期発症 Paget 病-前頭側頭認知症2
OMIM:615424	封入体ミオパチー-早期発症 Paget 病-前頭側頭認知症3
OMIM:615425	単純型表皮水疱症, 常染色体劣性
OMIM:615426	筋萎縮性側索硬化症20
OMIM:615429	難聴, 常染色体劣性88
OMIM:615431	近視 23, 常染色体優性
OMIM:615432	
OMIM:615433	3q13.31 欠失症候群
OMIM:615434	色素性網膜炎82 +/- 内臓逆位
OMIM:615436	
OMIM:615439	黄斑変性, 加齢関連, 13
OMIM:615440	混合性酸化的リン酸化欠乏症17
OMIM:615441	心室性頻拍症, カテコラミン作動性多形性, 5, +/- 筋衰弱 (CPVT5)
OMIM:615444	繊毛ジスキネジア, 原発性, 22
OMIM:615451	繊毛ジスキネジア, 原発性, 23
OMIM:615453	ミトコンドリア複合体 III 欠損症, 核型6
OMIM:615458	小角膜-近視性脈絡膜網膜萎縮-内眼角外方偏位
OMIM:615465	Hartsfield 症候群
OMIM:615468	
OMIM:615471	ミトコンドリア DNA 欠乏症候群 13 (MNGIE 型)
OMIM:615473	てんかん性脳症, 早期乳児性, 17
OMIM:615474	原発性アルドステロン症-けいれん-神経学的異常
OMIM:615476	てんかん性脳症, 早期乳児性, 18
OMIM:615481	繊毛ジスキネジア, 原発性, 24
OMIM:615482	繊毛ジスキネジア, 原発性, 25
OMIM:615483	基底核石灰化症, 本態性, 5
OMIM:615485	Bainbridge-Ropers 症候群
OMIM:615486	間質性肺および肝疾患
OMIM:615489	黄斑変性, 加齢関連, 14
OMIM:615490	Charcot-Marie-Tooth 病, 軸索性, 2R型
OMIM:615491	痙性対麻痺79, 常染色体劣性
OMIM:615493	精神遅滞, 常染色体劣性37
OMIM:615500	繊毛ジスキネジア, 原発性, 26
OMIM:615501	モリブデン補因子欠損症, 相補群C
OMIM:615502	精神遅滞, 常染色体優性 21
OMIM:615503	短肋骨異形成8 +/- 多指症
OMIM:615504	繊毛ジスキネジア, 原発性, 27
OMIM:615505	繊毛ジスキネジア, 原発性, 28
OMIM:615506	毛細血管拡張症, 遺伝性出血性, 5型
OMIM:615508	紅皮症, 先天性-掌蹠角皮症-減毛症-高igE
OMIM:615510	無涙-アカラジア-精神遅滞
OMIM:615511	ミオパチー, myoadenylate deaminase 欠乏による
OMIM:615512	Triosephosphate isomerase欠損症
OMIM:615513	免疫不全14)
OMIM:615515	筋萎縮性側索硬化症 19
OMIM:615516	精神遅滞, 常染色体劣性38
OMIM:615517	ヘモクロマトーシス5型
OMIM:615518	免疫不全13
OMIM:615522	Cole 病
OMIM:615523	角膜ジストロフィー, Fuchs 内皮, 8
OMIM:615524	小眼球, 症候群性12
OMIM:615527	
OMIM:615528	パーキンソン病19A, 若年発症
OMIM:615529	頭蓋縫合早期癒合症 5, 感受性
OMIM:615530	パーキンソン病 20, 若年発症
OMIM:615537	網状肢端色素沈着, 北村
OMIM:615538	重複症候群
OMIM:615539	Ehlers-Danlos 症候群, 筋拘縮型2
OMIM:615540	難聴, 常染色体劣性76
OMIM:615541	精神遅滞, 常染色体劣性39
OMIM:615542	精巣奇形 +/- 先天性心疾患
OMIM:615544	脳室周囲結節性異所性灰白質6
OMIM:615545	
OMIM:615546	Van Maldergem 症候群2
OMIM:615547	Shaaf-Yang 症候群
OMIM:615548	ニューロパチー, 遺伝性感覚および自律神経 VII 型
OMIM:615550	Diamond-Blackfan 貧血 12
OMIM:615551	エピソード性疼痛症候群, 家族性, 2
OMIM:615552	エピソード性疼痛症候群, 家族性, 3
OMIM:615553	関節拘縮-精神遅滞-けいれん
OMIM:615554	
OMIM:615555	高プロラクチン血症
OMIM:615557	
OMIM:615558	低βリポ蛋白血症, 家族性, 1
OMIM:615559	自己免疫性リンパ増殖症候群 III
OMIM:615560	耳顔頚部症候群2
OMIM:615561	
OMIM:615565	色素性網膜炎67
OMIM:615573	ネフローゼ症候群9型
OMIM:615574	Asparagine synthetase 欠乏症
OMIM:615575	ニューロン症, 遠位遺伝性運動, IID 型
OMIM:615577	分類不能型免疫不全10
OMIM:615578	混合性酸化的リン酸化欠乏症18
OMIM:615582	Loeys-Dietz 症候群 5
OMIM:615583	Verheij 症候群
OMIM:615589	耳硬化症10
OMIM:615590	Alzheimer 病18
OMIM:615591	黄斑変性, 加齢関連, 15
OMIM:615592	免疫不全15B
OMIM:615593	免疫不全16
OMIM:615595	混合性酸化的リン酸化欠乏症19
OMIM:615596	先天性グリコシル化異常症 Iw
OMIM:615597	先天性グリコシル化異常症 Ix
OMIM:615598	掌蹠角皮症, Nagashima 型
OMIM:615599	精神遅滞, 常染色体劣性40
OMIM:615604	L-ferrtin 欠乏症
OMIM:615605	Fanconi 腎細尿管症候群3
OMIM:615607	免疫不全17
OMIM:615612	股関節発生異形成2
OMIM:615615	CD3-ε deficiency
OMIM:615617	免疫不全19
OMIM:615619	
OMIM:615625	痙性対麻痺72,常染色体劣性
OMIM:615629	難聴, 常染色体優性56
OMIM:615630	短肋骨性胸郭異形成10 +/- 多指症
OMIM:615631	貧血, 先天性赤血球産生異常性, Ib型 (CDAN1)
OMIM:615632	ニューロパチー, 遺伝性感覚性, IF型
OMIM:615633	短肋骨性胸郭異形成11 +/- 多指症
OMIM:615636	Joubert 症候群21
OMIM:615637	精神遅滞, 常染色体劣性 41
OMIM:615643	神経変性-脳鉄蓄積6
OMIM:615649	難聴, 常染色体優性54
OMIM:615651	白質脳症-運動失調
OMIM:615654	難聴, 常染色体優性58
OMIM:615656	15q11.2 欠失症候群
OMIM:615658	痙性対麻痺 57, 常染色体劣性
OMIM:615663	Warburg マイクロ症候群4
OMIM:615665	Joubert 症候群22
OMIM:615668	欠失症候群
OMIM:615670	神経鞘腫2
OMIM:615673	ミオパチー, 錐体外路サインを伴う
OMIM:615674	Dowling-Degos 病 3
OMIM:615681	痙性対麻痺 62, 常染色体劣性
OMIM:615683	痙性対麻痺 64, 常染色体劣性
OMIM:615685	痙性対麻痺 61, 常染色体劣性
OMIM:615686	形成対麻痺63, 常染色体劣性
OMIM:615688	結節性多発動脈炎, 小児期発症
OMIM:615696	Dowling-Degos 病4
OMIM:615697	てんかん, 家族性側頭葉, 6
OMIM:615703	病的肥満-精子形成不全
OMIM:615704	ポイキロデルマ, 遺伝性線維化を伴う-腱拘縮-ミオパチー-肺線維症
OMIM:615705	脊髄小脳失調, 常染色体劣性15
OMIM:615706	耳下顎関節頭症候群3
OMIM:615707	免疫不全20
OMIM:615709	仙骨無発生-脊椎奇形
OMIM:615710	糖尿病, 新生児-膵低形成-小腸閉鎖-胆嚢無形成または低形成
OMIM:615711	Alzheimer 病19
OMIM:615715	骨髄不全症候群2
OMIM:615716	高ホスファターゼ症-精神遅滞症候群4
OMIM:615721	腎低異形成/無形成2
OMIM:615722	Bosch-Boonstar 視神経萎縮症候群
OMIM:615723	早発性卵巣機能不全8
OMIM:615724	早発性卵巣機能不全9
OMIM:615725	色素性網膜炎68
OMIM:615726	先天性爪肥厚症3型
OMIM:615728	先天性爪肥厚症4型
OMIM:615731	ネマリンミオパチー9
OMIM:615735	掌蹠角皮症, 非表皮融解性, 巣状またはびまん性
OMIM:615744	てんかん性脳症, 早期乳児性, 19
OMIM:615745	心房停止2
OMIM:615749	
OMIM:615750	モヤモヤ病-アカラジア
OMIM:615751	Carbonic anhydrrase VA 欠乏症による高アンモニア血症
OMIM:615752	多小脳回, 両側性傍シルビウス裂, 常染色体劣性
OMIM:615758	免疫不全22
OMIM:615760	小頭症, 進行性-けいれん-大脳および小脳萎縮
OMIM:615761	精神遅滞, 常染色体優性23
OMIM:615763	皮質異形成, 複雑性-その他の脳奇形5
OMIM:615767	分類不能型免疫不全11
OMIM:615768	脊髄小脳失調, 常染色体劣性16
OMIM:615770	心房細動15
OMIM:615771	大脳皮質異形成, 複雑-他の脳奇形6
OMIM:615774	卵母細胞成熟障害1
OMIM:615777	Desbuquois 異形成2
OMIM:615779	先天性心奇形, いろんな型, 4
OMIM:615780	色素性網膜炎69
OMIM:615785	白色海綿状母斑2
OMIM:615789	低身長-小頭-特異顔貌
OMIM:615802	精神遅滞, 常染色体劣性42
OMIM:615803	橋小脳低形成10型
OMIM:615807	Seckel 症候群8
OMIM:615809	橋小脳低形成9型
OMIM:615812	腹部肥満-代謝症候群3 (AOMS)
OMIM:615816	免疫不全23
OMIM:615817	精神遅滞, 常染色体劣性43
OMIM:615821	心筋症, 拡張型-羊毛様毛髪-角皮症-歯無発生
OMIM:615824	ミトコンドリア複合体 III 欠損症, 核型17
OMIM:615828	精神遅滞, 常染色体劣性24
OMIM:615829	Xia-Gibbs 症候群
OMIM:615830	色素性結節性副腎皮質疾患, 原発性, 4
OMIM:615833	てんかん性脳症, 早期乳児性, 21
OMIM:615834	精神遅滞, 常染色体優性26
OMIM:615835	
OMIM:615837	難聴, 常染色体劣性101
OMIM:615838	ミトコンドリア複合体 III 欠損症, 核型8
OMIM:615841	精子形成不全13
OMIM:615842	精子形成不全14
OMIM:615846	Aicardi-Goutieres 症候群7
OMIM:615848	
OMIM:615849	Culler-Jones 症候群
OMIM:615851	橋小脳低形成2E型
OMIM:615859	てんかん性脳症, 早期乳児性, 23
OMIM:615860	錐体桿体ジストロフィー19
OMIM:615861	ネフローゼ症候群10型
OMIM:615862	ネフロン癆 18
OMIM:615863	下痢 7
OMIM:615866	精神遅滞, 常染色体優性27
OMIM:615871	てんかん性脳症, 早期乳児性, 24
OMIM:615872	繊毛ジスキネジア, 原発性, 29
OMIM:615873	Helsmoortel-van der Aa 症候群
